sample_id,patient_id,cohort,organ,disease_state,platform,dataset_title,study_link,features_path,counts_path,coords_path,size_factor_path,spots_path,genes_path,n_spots,n_genes,sf_normalization,split
MISC43,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC43/features_context.npy,../processed/MISC43/counts.npz,../processed/MISC43/coords.npy,../processed/MISC43/size_factor.npy,../processed/MISC43/spots.txt,../processed/MISC43/genes.txt,1186,19121,mean,train
MISC44,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC44/features_context.npy,../processed/MISC44/counts.npz,../processed/MISC44/coords.npy,../processed/MISC44/size_factor.npy,../processed/MISC44/spots.txt,../processed/MISC44/genes.txt,932,18518,mean,train
MISC45,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC45/features_context.npy,../processed/MISC45/counts.npz,../processed/MISC45/coords.npy,../processed/MISC45/size_factor.npy,../processed/MISC45/spots.txt,../processed/MISC45/genes.txt,4118,19270,mean,train
MISC46,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC46/features_context.npy,../processed/MISC46/counts.npz,../processed/MISC46/coords.npy,../processed/MISC46/size_factor.npy,../processed/MISC46/spots.txt,../processed/MISC46/genes.txt,4511,19337,mean,test
MISC47,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC47/features_context.npy,../processed/MISC47/counts.npz,../processed/MISC47/coords.npy,../processed/MISC47/size_factor.npy,../processed/MISC47/spots.txt,../processed/MISC47/genes.txt,4818,19327,mean,train
MISC48,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC48/features_context.npy,../processed/MISC48/counts.npz,../processed/MISC48/coords.npy,../processed/MISC48/size_factor.npy,../processed/MISC48/spots.txt,../processed/MISC48/genes.txt,3577,19111,mean,train
MISC49,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC49/features_context.npy,../processed/MISC49/counts.npz,../processed/MISC49/coords.npy,../processed/MISC49/size_factor.npy,../processed/MISC49/spots.txt,../processed/MISC49/genes.txt,4624,19330,mean,train
MISC50,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC50/features_context.npy,../processed/MISC50/counts.npz,../processed/MISC50/coords.npy,../processed/MISC50/size_factor.npy,../processed/MISC50/spots.txt,../processed/MISC50/genes.txt,4297,18776,mean,train
MISC51,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC51/features_context.npy,../processed/MISC51/counts.npz,../processed/MISC51/coords.npy,../processed/MISC51/size_factor.npy,../processed/MISC51/spots.txt,../processed/MISC51/genes.txt,3076,19174,mean,train
MISC52,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Tumor,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC52/features_context.npy,../processed/MISC52/counts.npz,../processed/MISC52/coords.npy,../processed/MISC52/size_factor.npy,../processed/MISC52/spots.txt,../processed/MISC52/genes.txt,229,19284,mean,train
MISC53,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Tumor,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC53/features_context.npy,../processed/MISC53/counts.npz,../processed/MISC53/coords.npy,../processed/MISC53/size_factor.npy,../processed/MISC53/spots.txt,../processed/MISC53/genes.txt,818,19315,mean,test
MISC54,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Tumor,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC54/features_context.npy,../processed/MISC54/counts.npz,../processed/MISC54/coords.npy,../processed/MISC54/size_factor.npy,../processed/MISC54/spots.txt,../processed/MISC54/genes.txt,668,19266,mean,train
MISC55,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Tumor,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC55/features_context.npy,../processed/MISC55/counts.npz,../processed/MISC55/coords.npy,../processed/MISC55/size_factor.npy,../processed/MISC55/spots.txt,../processed/MISC55/genes.txt,863,19175,mean,val
MISC56,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC56/features_context.npy,../processed/MISC56/counts.npz,../processed/MISC56/coords.npy,../processed/MISC56/size_factor.npy,../processed/MISC56/spots.txt,../processed/MISC56/genes.txt,3395,19338,mean,test
MISC57,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC57/features_context.npy,../processed/MISC57/counts.npz,../processed/MISC57/coords.npy,../processed/MISC57/size_factor.npy,../processed/MISC57/spots.txt,../processed/MISC57/genes.txt,989,19165,mean,test
MISC58,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC58/features_context.npy,../processed/MISC58/counts.npz,../processed/MISC58/coords.npy,../processed/MISC58/size_factor.npy,../processed/MISC58/spots.txt,../processed/MISC58/genes.txt,1165,19259,mean,train
MISC59,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Tumor,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC59/features_context.npy,../processed/MISC59/counts.npz,../processed/MISC59/coords.npy,../processed/MISC59/size_factor.npy,../processed/MISC59/spots.txt,../processed/MISC59/genes.txt,1312,19305,mean,test
MISC60,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Tumor,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC60/features_context.npy,../processed/MISC60/counts.npz,../processed/MISC60/coords.npy,../processed/MISC60/size_factor.npy,../processed/MISC60/spots.txt,../processed/MISC60/genes.txt,1014,19255,mean,val
MISC61,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Tumor,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC61/features_context.npy,../processed/MISC61/counts.npz,../processed/MISC61/coords.npy,../processed/MISC61/size_factor.npy,../processed/MISC61/spots.txt,../processed/MISC61/genes.txt,2047,19343,mean,train
MISC62,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC62/features_context.npy,../processed/MISC62/counts.npz,../processed/MISC62/coords.npy,../processed/MISC62/size_factor.npy,../processed/MISC62/spots.txt,../processed/MISC62/genes.txt,4132,19391,mean,train
MISC63,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC63/features_context.npy,../processed/MISC63/counts.npz,../processed/MISC63/coords.npy,../processed/MISC63/size_factor.npy,../processed/MISC63/spots.txt,../processed/MISC63/genes.txt,3467,19346,mean,train
MISC64,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC64/features_context.npy,../processed/MISC64/counts.npz,../processed/MISC64/coords.npy,../processed/MISC64/size_factor.npy,../processed/MISC64/spots.txt,../processed/MISC64/genes.txt,2533,19411,mean,train
MISC65,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC65/features_context.npy,../processed/MISC65/counts.npz,../processed/MISC65/coords.npy,../processed/MISC65/size_factor.npy,../processed/MISC65/spots.txt,../processed/MISC65/genes.txt,3261,19402,mean,train
MISC66,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC66/features_context.npy,../processed/MISC66/counts.npz,../processed/MISC66/coords.npy,../processed/MISC66/size_factor.npy,../processed/MISC66/spots.txt,../processed/MISC66/genes.txt,3970,19347,mean,test
MISC67,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(21)01381-7?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867421013817%3Fshowall%3Dtrue,../processed/MISC67/features_context.npy,../processed/MISC67/counts.npz,../processed/MISC67/coords.npy,../processed/MISC67/size_factor.npy,../processed/MISC67/spots.txt,../processed/MISC67/genes.txt,2551,19384,mean,test
MISC68,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC68/features_context.npy,../processed/MISC68/counts.npz,../processed/MISC68/coords.npy,../processed/MISC68/size_factor.npy,../processed/MISC68/spots.txt,../processed/MISC68/genes.txt,2708,19359,mean,train
MISC69,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC69/features_context.npy,../processed/MISC69/counts.npz,../processed/MISC69/coords.npy,../processed/MISC69/size_factor.npy,../processed/MISC69/spots.txt,../processed/MISC69/genes.txt,3634,19263,mean,val
MISC70,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC70/features_context.npy,../processed/MISC70/counts.npz,../processed/MISC70/coords.npy,../processed/MISC70/size_factor.npy,../processed/MISC70/spots.txt,../processed/MISC70/genes.txt,3934,19116,mean,train
MISC71,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC71/features_context.npy,../processed/MISC71/counts.npz,../processed/MISC71/coords.npy,../processed/MISC71/size_factor.npy,../processed/MISC71/spots.txt,../processed/MISC71/genes.txt,2997,19251,mean,train
MISC72,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC72/features_context.npy,../processed/MISC72/counts.npz,../processed/MISC72/coords.npy,../processed/MISC72/size_factor.npy,../processed/MISC72/spots.txt,../processed/MISC72/genes.txt,4369,19310,mean,train
MISC73,   ,COLON MAP: Colon Molecular Atlas Project,Bowel,Cancer,Visium,COLON MAP: Colon Molecular Atlas Project,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,../processed/MISC73/features_context.npy,../processed/MISC73/counts.npz,../processed/MISC73/coords.npy,../processed/MISC73/size_factor.npy,../processed/MISC73/spots.txt,../processed/MISC73/genes.txt,3901,19074,mean,test
TENX152,Patient 2,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,Bowel,Cancer,Visium,Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling,https://www.biorxiv.org/content/10.1101/2024.06.04.597233v1.full,../processed/TENX152/features_context.npy,../processed/TENX152/counts.npz,../processed/TENX152/coords.npy,../processed/TENX152/size_factor.npy,../processed/TENX152/spots.txt,../processed/TENX152/genes.txt,4269,18085,mean,train
ZEN36,Patient 7,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,Bowel,Cancer,Visium,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,../processed/ZEN36/features_context.npy,../processed/ZEN36/counts.npz,../processed/ZEN36/coords.npy,../processed/ZEN36/size_factor.npy,../processed/ZEN36/spots.txt,../processed/ZEN36/genes.txt,1691,36601,mean,train
ZEN37,Patient 6,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,Bowel,Healthy,Visium,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,../processed/ZEN37/features_context.npy,../processed/ZEN37/counts.npz,../processed/ZEN37/coords.npy,../processed/ZEN37/size_factor.npy,../processed/ZEN37/spots.txt,../processed/ZEN37/genes.txt,1656,36601,mean,train
ZEN38,Patient 5,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,Bowel,Cancer,Visium,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,../processed/ZEN38/features_context.npy,../processed/ZEN38/counts.npz,../processed/ZEN38/coords.npy,../processed/ZEN38/size_factor.npy,../processed/ZEN38/spots.txt,../processed/ZEN38/genes.txt,387,36601,mean,train
ZEN39,Patient 4,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,Bowel,Cancer,Visium,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,../processed/ZEN39/features_context.npy,../processed/ZEN39/counts.npz,../processed/ZEN39/coords.npy,../processed/ZEN39/size_factor.npy,../processed/ZEN39/spots.txt,../processed/ZEN39/genes.txt,1219,36601,mean,train
ZEN40,Patient 7,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,Bowel,Cancer,Visium,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,../processed/ZEN40/features_context.npy,../processed/ZEN40/counts.npz,../processed/ZEN40/coords.npy,../processed/ZEN40/size_factor.npy,../processed/ZEN40/spots.txt,../processed/ZEN40/genes.txt,2128,36601,mean,train
ZEN41,Patient 6,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,Bowel,Healthy,Visium,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,../processed/ZEN41/features_context.npy,../processed/ZEN41/counts.npz,../processed/ZEN41/coords.npy,../processed/ZEN41/size_factor.npy,../processed/ZEN41/spots.txt,../processed/ZEN41/genes.txt,1685,36601,mean,train
ZEN42,Patient 5,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,Bowel,Cancer,Visium,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,../processed/ZEN42/features_context.npy,../processed/ZEN42/counts.npz,../processed/ZEN42/coords.npy,../processed/ZEN42/size_factor.npy,../processed/ZEN42/spots.txt,../processed/ZEN42/genes.txt,1192,36601,mean,train
ZEN43,Patient 4,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,Bowel,Cancer,Visium,Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,../processed/ZEN43/features_context.npy,../processed/ZEN43/counts.npz,../processed/ZEN43/coords.npy,../processed/ZEN43/size_factor.npy,../processed/ZEN43/spots.txt,../processed/ZEN43/genes.txt,691,36601,mean,test
